id	proactive	emot_intel	sjt	work_samp	str_int	consc	cog_flex	work_exp	degree	job_perf	citizenship	promotion	high_potential
12729	53	45	43	43	46	43	50	0-1	bachelor	37	40	No	No
12730	51	45	48	46	44	53	42	2-5	associate	36	39	No	No
12731	52	49	51	50	47	56	42	2-5	none	51	48	No	No
12732	50	46	47	43	50	53	46	2-5	bachelor	35	44	No	No
12733	56	46	53	46	52	50	43	2-5	bachelor	37	46	No	No
12734	52	45	45	38	45	47	48	0-1	bachelor	43	44	No	Yes
12735	53	43	46	47	51	48	48	0-1	bachelor	45	43	No	Yes
12736	53	46	52	46	51	57	49	0-1	bachelor	47	45	No	Yes
12737	57	50	53	46	52	49	48	0-1	bachelor	51	43	No	No
12738	53	45	48	47	50	53	47	2-5	masters	47	42	No	No
12739	53	55	57	47	51	53	47	2-5	associate	42	60	No	No
12740	54	48	47	42	53	48	50	0-1	bachelor	39	41	No	No
12741	49	43	44	46	47	51	46	2-5	bachelor	44	42	No	Yes
12742	51	42	48	43	51	48	44	0-1	associate	40	45	No	No
12743	52	50	48	44	49	47	43	0-1	associate	34	43	No	No
12744	52	42	50	46	52	50	46	2-5	bachelor	51	45	No	No
12745	53	44	51	48	48	50	46	2-5	none	44	37	No	No
12746	53	52	47	48	47	51	46	6-10	bachelor	51	43	No	No
12747	56	48	51	51	45	53	45	2-5	bachelor	56	46	No	Yes
12748	57	49	51	43	48	50	41	6-10	associate	42	46	No	No
12749	50	46	55	46	52	54	51	2-5	none	48	48	No	No
12750	57	47	47	47	54	52	55	2-5	associate	45	54	No	No
12751	53	53	49	50	52	58	48	0-1	bachelor	51	56	No	Yes
12752	59	42	44	51	48	55	43	2-5	none	45	45	No	No
12753	54	49	43	40	50	49	45	0-1	associate	37	43	No	No
12754	57	46	49	48	54	55	53	11+	bachelor	46	49	No	No
12755	58	55	55	49	51	57	47	0-1	bachelor	55	55	No	No
12756	46	40	42	40	43	46	39	0-1	none	39	49	No	No
12757	54	46	48	47	48	60	49	11+	bachelor	51	50	Yes	No
12758	55	52	52	47	53	52	48	0-1	associate	46	48	No	No
12759	52	48	50	45	50	48	48	0-1	bachelor	46	44	Yes	No
12760	47	43	48	43	41	42	39	0-1	none	38	37	No	No
12761	49	43	49	44	47	46	43	0-1	bachelor	36	41	No	No
12762	50	45	45	42	50	47	47	2-5	bachelor	38	41	No	No
12763	55	42	46	49	50	57	39	0-1	none	42	51	No	No
12764	47	41	42	41	39	51	42	2-5	bachelor	40	40	No	No
12765	50	44	49	47	44	52	44	0-1	bachelor	40	32	No	No
12766	54	46	44	44	50	51	42	0-1	none	48	46	No	Yes
12767	51	41	43	44	45	50	44	2-5	bachelor	50	39	No	No
12768	53	45	45	46	48	50	45	6-10	bachelor	35	36	Yes	No
12769	51	46	48	45	54	53	45	2-5	associate	45	46	No	No
12770	50	43	43	43	47	52	51	6-10	bachelor	48	32	No	No
12771	48	44	42	40	42	48	43	0-1	bachelor	35	39	No	Yes
12772	52	50	55	50	53	57	48	6-10	associate	55	58	No	No
12773	54	45	41	47	46	58	47	6-10	associate	59	30	No	No
12774	56	48	51	49	53	54	44	0-1	none	54	53	No	No
12775	47	45	40	36	39	48	37	0-1	none	25	37	No	No
12776	53	42	45	45	49	48	42	0-1	associate	33	38	No	No
12777	49	47	41	43	46	48	40	0-1	none	34	37	No	No
12778	57	49	52	51	55	58	52	6-10	bachelor	54	57	Yes	Yes
12779	52	45	48	42	49	48	48	0-1	bachelor	51	52	No	No
12780	54	46	46	41	49	53	39	6-10	none	43	36	No	No
12781	52	44	42	46	46	56	47	2-5	bachelor	39	49	No	No
12782	50	43	47	46	45	46	43	0-1	associate	34	43	No	No
12783	60	46	54	49	50	58	42	6-10	none	61	49	No	Yes
12784	53	44	44	48	46	45	47	2-5	bachelor	42	41	No	No
12785	55	48	49	48	48	50	49	0-1	none	48	45	No	No
12786	52	49	47	46	42	50	44	11+	none	48	44	No	Yes
12787	52	47	51	45	52	47	46	2-5	bachelor	41	39	No	Yes
12788	52	49	47	43	52	49	53	0-1	bachelor	52	45	No	No
12789	53	50	52	50	48	51	48	0-1	associate	53	44	No	No
12790	56	50	51	49	49	48	49	2-5	bachelor	51	46	No	Yes
12791	51	46	46	44	50	53	43	2-5	none	51	49	No	Yes
12792	49	43	47	51	48	59	44	6-10	masters	45	50	No	No
12793	54	46	47	49	49	56	50	0-1	associate	46	48	No	Yes
12794	52	51	51	52	47	50	47	2-5	masters	40	47	No	No
12795	53	51	51	44	52	49	45	6-10	bachelor	53	45	No	Yes
12796	53	47	48	42	53	47	47	2-5	masters	36	43	No	No
12797	54	43	49	47	48	51	41	0-1	none	44	43	No	No
12798	55	52	50	43	51	50	49	6-10	bachelor	46	53	No	No
12799	47	44	47	46	44	54	45	2-5	bachelor	42	47	Yes	No
12800	53	51	49	46	45	52	51	6-10	bachelor	54	48	No	Yes
12801	55	52	52	42	53	50	51	0-1	bachelor	45	54	No	No
12802	57	42	45	46	52	55	47	0-1	bachelor	53	43	No	No
12803	61	61	58	48	61	53	56	2-5	none	62	75	Yes	Yes
12804	50	50	46	41	43	44	46	0-1	associate	22	38	No	No
12805	52	49	52	52	52	56	45	0-1	bachelor	49	37	No	No
12806	54	50	48	51	49	55	43	6-10	bachelor	54	45	No	No
12807	54	46	41	48	54	53	53	0-1	bachelor	57	43	No	No
12808	56	51	46	49	48	50	49	2-5	none	55	48	No	No
12809	60	55	53	50	55	56	54	6-10	associate	54	61	No	Yes
12810	54	51	47	42	51	52	45	0-1	bachelor	47	51	No	No
12811	53	47	48	48	49	42	41	6-10	none	29	51	No	No
12812	51	43	48	45	47	50	47	2-5	masters	30	39	No	No
12813	51	46	52	48	51	51	51	0-1	associate	39	45	No	No
12814	50	41	46	42	44	46	42	0-1	none	33	39	No	No
12815	53	46	43	47	48	54	40	6-10	associate	48	39	No	No
12816	52	46	44	46	47	53	47	2-5	bachelor	44	45	No	No
12817	55	42	55	45	46	48	47	2-5	bachelor	45	50	No	No
12818	53	49	50	40	54	47	45	0-1	bachelor	44	41	No	No
12819	59	54	47	47	55	55	44	2-5	bachelor	58	55	No	No
12820	53	44	46	45	43	56	44	0-1	associate	42	42	No	No
12821	51	45	42	43	46	55	44	11+	associate	38	48	No	No
12822	47	43	45	38	46	47	38	0-1	associate	40	40	No	No
12823	48	43	40	41	47	53	42	0-1	none	40	34	No	No
12824	49	48	42	40	49	47	43	0-1	associate	48	39	No	No
12825	56	52	51	44	51	50	49	6-10	bachelor	65	55	No	Yes
12826	53	47	52	49	50	53	47	2-5	bachelor	47	40	No	No
12827	55	47	52	49	48	50	51	0-1	associate	50	52	No	Yes
12828	49	40	47	45	48	53	38	2-5	associate	35	42	No	No
12829	51	45	43	39	46	42	44	0-1	associate	35	37	No	No
12830	56	46	48	50	50	56	45	6-10	none	50	51	No	No
12831	55	54	53	50	52	53	46	2-5	bachelor	48	53	No	No
12832	52	57	57	47	56	59	53	6-10	bachelor	57	55	No	Yes
12833	49	47	47	48	48	51	48	0-1	bachelor	52	39	No	No
12834	49	44	41	41	40	46	45	0-1	associate	44	42	Yes	No
12835	55	48	55	45	52	54	47	2-5	masters	50	40	No	No
12836	52	49	49	48	51	52	52	2-5	bachelor	56	47	No	Yes
12837	49	47	48	45	48	50	44	0-1	bachelor	45	39	No	No
12838	52	46	50	49	50	57	49	2-5	associate	46	56	No	No
12839	60	51	49	51	48	57	47	6-10	associate	62	54	No	Yes
12840	53	44	49	47	47	54	47	0-1	associate	50	50	No	Yes
12841	51	41	43	44	43	56	42	0-1	associate	34	38	No	No
12842	49	47	45	40	46	47	43	0-1	associate	37	43	No	No
12843	50	41	43	45	43	49	43	6-10	none	36	34	No	No
12844	48	46	44	43	44	50	45	2-5	bachelor	47	43	Yes	Yes
12845	54	47	48	46	45	48	44	0-1	none	43	42	No	No
12846	47	47	44	45	43	48	39	6-10	none	40	39	No	No
12847	50	41	47	46	49	49	44	0-1	none	45	37	No	No
12848	56	47	52	47	49	52	47	2-5	none	44	41	No	No
12849	52	48	49	46	52	52	48	0-1	bachelor	49	39	No	No
12850	52	47	49	51	53	54	51	0-1	none	47	47	No	No
12851	58	46	43	43	49	59	43	2-5	none	38	51	No	No
12852	47	43	40	40	38	48	41	0-1	none	27	44	No	No
12853	55	46	45	43	44	51	40	2-5	none	43	37	No	No
12854	53	50	50	51	50	52	50	2-5	none	57	49	No	No
12855	53	47	47	48	47	50	52	2-5	associate	52	44	No	No
12856	52	46	49	45	52	54	46	6-10	bachelor	51	44	No	No
12857	48	48	48	47	52	48	49	0-1	bachelor	36	40	No	No
12858	56	45	51	43	51	52	46	2-5	bachelor	35	44	No	No
12859	56	48	50	46	52	52	47	0-1	associate	46	44	No	No
12860	52	43	48	47	49	52	46	0-1	associate	46	55	No	No
12861	50	37	44	37	47	51	42	2-5	associate	39	40	No	No
12862	60	50	50	44	53	47	49	0-1	none	48	46	No	No
12863	54	47	52	50	47	51	53	6-10	bachelor	53	56	No	Yes
12864	57	50	51	51	48	55	46	6-10	bachelor	66	49	No	Yes
12865	54	48	49	46	45	46	46	0-1	none	44	38	No	No
12866	50	52	49	42	48	47	46	0-1	bachelor	36	40	No	No
12867	53	52	52	48	52	55	48	0-1	bachelor	48	50	No	No
12868	50	39	39	42	45	48	47	0-1	bachelor	42	33	No	No
12869	54	46	42	40	50	47	41	0-1	none	40	40	No	No
12870	57	46	50	44	51	55	43	2-5	associate	40	49	No	No
12871	55	48	45	49	52	62	46	2-5	bachelor	60	38	No	No
12872	47	43	41	44	43	55	46	2-5	associate	44	34	No	No
12873	54	49	53	47	54	51	53	6-10	doctorate	59	44	No	No
12874	51	47	46	44	52	52	45	0-1	masters	44	41	No	No
12875	54	48	54	44	55	47	50	6-10	bachelor	51	50	No	No
12876	57	48	49	48	49	56	45	6-10	bachelor	50	51	No	No
12877	57	49	55	51	53	57	51	6-10	associate	55	42	No	No
12878	52	44	42	43	48	56	47	0-1	associate	41	39	No	No
12879	53	50	51	44	55	57	48	0-1	bachelor	54	45	No	No
12880	50	45	48	41	54	44	44	2-5	bachelor	44	38	No	No
12881	56	44	46	49	50	50	45	2-5	bachelor	46	41	No	Yes
12882	52	46	41	44	45	49	44	0-1	bachelor	43	42	No	Yes
12883	48	49	46	46	45	48	45	0-1	bachelor	38	43	No	No
12884	49	41	48	54	44	59	46	2-5	doctorate	44	44	No	No
12885	55	49	46	48	51	58	46	2-5	associate	55	50	No	Yes
12886	48	44	47	40	50	49	47	2-5	associate	37	44	No	No
12887	57	51	55	47	53	54	51	2-5	associate	57	58	No	No
12888	51	43	44	46	47	52	48	0-1	bachelor	47	42	No	No
12889	55	42	49	47	47	52	49	2-5	bachelor	45	44	No	No
12890	55	49	47	46	53	57	56	6-10	bachelor	47	50	No	No
12891	62	56	58	50	56	59	50	6-10	associate	54	68	No	No
12892	54	44	49	48	48	53	48	0-1	bachelor	32	46	No	No
12893	49	40	43	40	41	49	46	0-1	bachelor	33	38	Yes	No
12894	53	47	43	47	47	52	44	6-10	associate	54	42	No	No
12895	52	46	41	40	49	51	39	0-1	none	39	41	No	No
12896	50	44	47	40	48	47	50	0-1	bachelor	45	42	No	No
12897	50	47	50	50	48	49	44	0-1	bachelor	43	48	Yes	No
12898	58	51	50	50	49	59	50	0-1	masters	53	59	Yes	No
12899	55	45	46	43	48	56	50	2-5	bachelor	51	44	No	No
12900	54	42	51	46	51	54	44	6-10	none	54	52	No	No
12901	51	47	49	47	48	54	53	0-1	bachelor	41	44	No	No
12902	49	42	42	39	50	43	46	0-1	bachelor	39	44	No	No
12903	56	51	48	52	52	55	51	6-10	bachelor	61	55	Yes	No
12904	46	42	48	47	45	58	48	2-5	bachelor	38	41	No	No
12905	52	43	45	40	46	46	42	0-1	none	41	36	No	No
12906	50	44	47	42	47	48	48	2-5	bachelor	43	53	No	No
12907	52	47	47	44	49	46	44	0-1	none	41	42	No	No
12908	50	44	47	42	46	52	43	6-10	bachelor	46	46	Yes	No
12909	60	59	62	53	58	53	53	0-1	bachelor	64	68	Yes	No
12910	54	47	45	46	57	58	50	2-5	bachelor	47	50	No	No
12911	49	40	44	44	44	51	45	0-1	none	41	34	No	No
12912	54	43	48	47	46	53	42	2-5	associate	39	50	No	No
12913	46	50	52	47	53	53	53	0-1	none	51	47	No	Yes
12914	47	44	43	44	40	52	40	2-5	none	40	31	No	No
12915	55	44	46	43	47	50	40	0-1	associate	49	51	No	No
12916	59	52	54	52	56	57	53	2-5	bachelor	56	66	No	Yes
12917	51	49	52	49	50	55	46	2-5	bachelor	50	52	No	No
12918	51	49	48	45	47	50	45	2-5	associate	41	47	No	No
12919	56	54	54	49	51	54	51	2-5	bachelor	59	52	No	Yes
12920	57	48	50	49	52	56	44	2-5	none	57	46	No	No
12921	56	51	53	48	53	54	48	0-1	bachelor	52	45	No	Yes
12922	53	50	50	44	50	51	46	2-5	bachelor	37	48	No	No
12923	56	54	49	46	54	48	49	0-1	bachelor	45	53	No	No
12924	55	49	49	48	46	50	46	6-10	bachelor	49	43	No	Yes
12925	50	42	48	41	43	47	43	0-1	associate	36	29	No	No
12926	51	46	46	44	46	45	40	0-1	none	35	39	No	No
12927	54	48	41	48	46	57	48	2-5	associate	43	43	No	No
12928	52	48	46	41	49	53	41	2-5	associate	40	39	No	No
12929	50	46	46	50	48	52	52	6-10	bachelor	48	45	No	Yes
12930	53	44	43	44	51	54	43	2-5	associate	39	48	No	No
12931	53	47	45	43	49	50	48	0-1	bachelor	46	40	No	No
12932	51	49	46	45	47	51	38	2-5	none	42	43	No	Yes
12933	48	40	42	42	45	51	39	2-5	associate	29	36	Yes	No
12934	51	46	49	48	47	50	49	6-10	bachelor	40	48	No	No
12935	52	46	49	46	49	45	48	0-1	associate	41	37	No	No
12936	58	49	50	49	49	53	45	0-1	bachelor	52	42	No	No
12937	48	45	43	40	42	49	41	6-10	associate	47	41	No	No
12938	50	40	47	47	54	52	50	2-5	none	42	44	No	No
12939	54	51	46	46	52	53	51	0-1	bachelor	47	56	No	No
12940	50	41	40	39	49	45	42	0-1	none	30	30	No	No
12941	58	49	49	47	47	56	47	6-10	masters	49	55	No	No
12942	53	45	43	47	47	56	47	6-10	none	49	52	No	No
12943	50	49	49	42	46	54	47	6-10	associate	45	47	No	No
12944	53	42	51	49	49	54	46	2-5	bachelor	52	47	No	Yes
12945	54	50	48	44	50	53	49	0-1	bachelor	47	51	No	No
12946	54	49	49	53	54	59	48	0-1	none	44	55	No	No
12947	55	45	47	48	47	46	49	2-5	bachelor	43	44	No	Yes
12948	50	48	45	42	52	49	49	2-5	associate	40	48	No	No
12949	56	49	51	41	53	45	54	0-1	associate	44	37	No	No
12950	48	43	37	39	41	48	44	0-1	none	47	39	No	No
12951	49	47	46	46	49	53	52	2-5	doctorate	56	50	No	No
12952	49	51	50	43	47	48	40	0-1	none	36	44	No	No
12953	50	42	38	42	39	46	44	2-5	associate	38	38	No	No
12954	47	45	52	44	50	48	41	2-5	none	34	32	No	No
12955	55	48	45	46	51	51	50	2-5	none	44	49	No	Yes
12956	56	49	48	48	49	52	47	2-5	bachelor	42	48	No	No
12957	54	47	48	40	49	50	47	2-5	associate	35	40	No	No
12958	52	43	49	43	45	52	42	2-5	associate	32	40	No	No
12959	47	40	43	41	40	47	42	2-5	none	38	37	No	No
12960	57	47	49	49	53	60	50	11+	bachelor	53	57	No	No
12961	51	50	49	45	54	51	42	0-1	none	41	44	No	No
12962	59	52	49	48	52	61	46	0-1	bachelor	47	56	No	No
12963	52	43	48	48	46	51	46	2-5	bachelor	50	45	No	No
12964	53	46	50	48	49	53	52	0-1	bachelor	57	51	No	Yes
12965	51	46	45	43	49	47	45	0-1	bachelor	39	43	No	No
12966	54	46	50	50	48	57	43	2-5	associate	51	44	No	No
12967	45	43	42	39	42	50	44	2-5	bachelor	41	35	No	No
12968	49	44	46	43	46	49	42	6-10	associate	34	38	Yes	No
12969	56	46	46	43	50	55	49	2-5	bachelor	42	44	No	Yes
12970	57	46	50	49	49	49	47	6-10	bachelor	60	44	No	No
12971	55	55	57	51	56	61	55	6-10	bachelor	69	66	No	Yes
12972	49	46	48	48	46	53	48	2-5	bachelor	42	53	No	No
12973	54	46	51	47	51	53	46	6-10	bachelor	48	51	No	No
12974	52	47	43	43	52	51	53	2-5	bachelor	47	57	No	No
12975	51	47	47	47	47	55	49	0-1	bachelor	49	45	No	No
12976	54	51	53	50	50	51	46	11+	bachelor	55	46	No	Yes
12977	52	48	49	45	51	46	45	0-1	bachelor	45	42	No	No
12978	56	45	51	48	50	50	45	2-5	bachelor	39	49	No	No
12979	56	48	43	38	51	45	45	0-1	associate	34	38	No	No
12980	56	46	50	43	52	53	47	6-10	bachelor	51	46	No	Yes
12981	54	52	45	42	56	47	51	0-1	none	43	50	Yes	No
12982	56	46	46	46	50	52	46	0-1	bachelor	43	45	No	Yes
12983	53	41	44	43	53	49	46	6-10	bachelor	46	35	No	No
12984	55	41	45	41	45	51	40	2-5	none	36	32	No	No
12985	49	45	49	43	46	48	47	2-5	none	31	47	No	No
12986	61	51	51	46	53	50	52	0-1	none	47	48	Yes	No
12987	57	49	47	44	49	55	39	11+	associate	53	52	No	Yes
12988	54	42	45	47	52	51	50	2-5	bachelor	44	51	No	No
12989	59	50	54	52	51	54	47	11+	bachelor	54	60	Yes	Yes
12990	56	45	48	47	50	55	52	6-10	bachelor	56	45	No	Yes
12991	50	46	46	38	45	46	42	0-1	none	47	42	No	No
12992	51	43	47	42	44	46	46	2-5	bachelor	37	53	No	No
12993	46	40	45	40	39	47	45	6-10	bachelor	37	44	No	No
12994	56	48	52	50	55	58	58	0-1	none	67	52	No	Yes
12995	48	44	42	41	45	48	42	0-1	none	41	42	No	No
12996	48	43	44	42	45	48	42	0-1	none	33	43	No	No
12997	52	53	49	45	48	55	43	6-10	none	42	40	No	No
12998	47	43	43	41	49	55	42	11+	associate	39	36	No	No
12999	56	46	51	46	50	54	47	0-1	bachelor	45	51	No	No
13000	50	43	46	46	46	53	44	0-1	bachelor	37	39	No	No
13001	47	45	45	42	50	55	39	0-1	associate	40	41	No	No
13002	55	47	48	44	48	50	45	2-5	bachelor	45	54	No	No
13003	52	45	44	41	49	46	46	0-1	bachelor	41	44	No	No
13004	53	45	49	49	45	58	47	6-10	masters	56	61	Yes	Yes
13005	49	46	49	47	45	53	47	2-5	doctorate	48	41	No	No
13006	51	48	52	45	47	55	45	2-5	associate	46	54	No	No
13007	54	52	53	45	49	49	47	11+	bachelor	48	50	No	No
13008	51	47	45	45	50	52	45	2-5	bachelor	40	48	No	No
13009	51	44	44	47	47	55	49	2-5	bachelor	45	46	No	No
13010	56	44	49	52	49	56	46	2-5	associate	51	50	Yes	Yes
13011	55	50	48	42	48	56	45	6-10	associate	52	54	No	Yes
13012	50	43	44	46	43	52	43	0-1	bachelor	45	43	No	No
13013	56	45	46	44	54	51	46	0-1	masters	48	41	No	No
13014	55	49	51	48	53	50	48	0-1	bachelor	44	55	No	No
13015	59	54	50	45	57	55	47	2-5	bachelor	52	51	No	Yes
13016	52	45	54	49	50	51	51	0-1	none	54	55	No	Yes
13017	56	49	52	48	53	53	50	2-5	masters	46	58	No	No
13018	53	40	40	44	47	52	41	2-5	bachelor	35	42	No	No
13019	52	41	48	44	45	55	41	2-5	none	44	42	No	No
13020	46	44	42	38	45	50	47	0-1	associate	36	39	No	No
13021	53	44	50	50	52	50	48	0-1	associate	40	40	No	No
13022	48	43	48	43	46	46	43	0-1	none	42	38	No	No
13023	53	45	49	43	46	58	43	2-5	masters	44	45	No	Yes
13024	52	43	48	45	45	47	44	0-1	bachelor	37	49	No	No
13025	51	45	50	44	48	46	43	0-1	associate	45	51	No	No
13026	52	49	41	44	45	52	46	2-5	associate	48	36	No	No
13027	49	40	42	42	42	48	42	0-1	associate	46	31	No	No
13028	53	47	44	41	46	51	47	2-5	bachelor	40	53	No	No
13029	54	43	48	48	46	50	52	6-10	bachelor	49	38	No	No
13030	51	48	54	47	47	54	46	6-10	masters	48	46	No	Yes
13031	46	41	41	42	46	51	44	0-1	bachelor	35	36	No	No
13032	54	44	45	44	47	59	45	6-10	bachelor	43	45	No	No
13033	49	44	42	45	43	48	37	0-1	none	36	34	No	No
13034	58	48	49	46	50	59	41	6-10	associate	46	47	No	Yes
13035	57	47	49	50	53	56	48	2-5	bachelor	58	49	No	No
13036	56	47	49	40	52	50	49	2-5	none	50	53	No	No
13037	56	48	46	45	50	49	44	6-10	associate	47	42	No	No
13038	52	47	49	43	49	47	47	2-5	none	38	46	No	No
13039	56	47	54	49	50	52	48	0-1	bachelor	44	43	Yes	No
13040	53	45	54	50	53	50	50	11+	associate	51	50	No	Yes
13041	62	56	59	52	59	57	50	0-1	associate	62	57	No	Yes
13042	51	42	47	51	43	45	45	2-5	bachelor	42	35	No	No
13043	59	46	50	50	53	56	44	6-10	bachelor	55	47	No	Yes
13044	55	42	46	46	46	52	43	6-10	none	42	47	No	No
13045	56	43	46	46	49	52	44	2-5	bachelor	38	41	No	No
13046	52	51	44	46	55	48	47	0-1	bachelor	39	45	No	No
13047	54	45	45	45	49	48	50	0-1	bachelor	42	39	No	No
13048	55	47	51	50	48	56	44	2-5	bachelor	46	47	No	No
13049	57	55	53	46	50	54	43	0-1	associate	51	59	No	No
13050	52	43	51	44	46	46	38	0-1	none	29	32	No	No
13051	51	51	53	47	44	47	45	0-1	associate	59	47	No	Yes
13052	57	53	53	43	49	49	47	0-1	bachelor	46	51	No	No
13053	55	50	48	44	57	50	46	2-5	associate	50	43	No	No
13054	51	41	46	49	46	54	39	6-10	associate	46	41	No	No
13055	45	41	46	46	43	50	47	2-5	none	41	37	No	No
13056	56	54	50	45	54	53	48	2-5	doctorate	51	56	No	Yes
13057	55	47	48	53	49	58	48	6-10	bachelor	56	58	No	Yes
13058	54	47	50	46	48	47	45	0-1	bachelor	55	36	No	No
13059	49	41	46	47	44	44	41	0-1	none	36	25	No	Yes
13060	47	45	46	42	41	47	51	0-1	bachelor	31	44	No	No
13061	51	50	45	47	47	49	51	0-1	bachelor	48	45	No	No
13062	43	37	36	35	45	50	38	6-10	associate	32	31	No	No
13063	50	44	46	46	43	50	45	6-10	bachelor	51	38	No	No
13064	51	46	48	39	53	46	45	0-1	associate	39	47	No	No
13065	53	41	45	49	53	53	47	2-5	bachelor	48	36	No	No
13066	53	49	51	51	52	51	47	6-10	masters	47	50	No	No
13067	54	47	46	43	46	47	41	0-1	none	40	37	No	No
13068	52	46	48	41	49	57	42	0-1	none	56	47	No	Yes
13069	55	48	50	47	45	53	41	0-1	none	41	37	No	No
13070	56	50	53	54	56	56	51	6-10	masters	54	51	No	Yes
13071	52	46	49	44	51	50	54	2-5	bachelor	47	50	No	No
13072	57	45	48	43	47	52	41	0-1	none	41	38	No	No
13073	57	48	52	46	55	48	48	0-1	bachelor	39	45	No	No
13074	58	46	49	50	49	56	45	2-5	bachelor	40	46	No	No
13075	53	49	46	45	50	47	42	0-1	associate	50	42	No	Yes
13076	57	55	56	51	57	48	53	0-1	associate	54	57	Yes	Yes
13077	47	43	47	43	45	42	49	0-1	associate	36	38	No	No
13078	53	49	51	45	51	44	47	0-1	associate	45	45	Yes	Yes
13079	54	49	50	49	54	51	43	2-5	bachelor	54	55	No	Yes
13080	47	44	40	41	47	50	46	2-5	masters	44	41	Yes	No
13081	51	39	44	46	43	49	40	6-10	none	39	39	No	No
13082	57	50	54	49	54	45	48	2-5	bachelor	51	53	Yes	No
13083	50	46	46	45	50	46	51	0-1	masters	46	42	No	No
13084	51	48	45	45	51	52	45	0-1	bachelor	33	48	No	No
13085	56	49	50	45	50	55	47	0-1	bachelor	43	48	No	No
13086	52	45	41	43	43	52	47	2-5	masters	45	47	No	No
13087	56	49	48	47	51	58	48	2-5	bachelor	51	39	No	No
13088	53	51	53	48	50	50	51	11+	bachelor	62	50	Yes	Yes
13089	50	44	40	47	40	56	46	2-5	bachelor	39	36	No	Yes
13090	52	47	52	48	50	55	43	6-10	associate	44	58	No	No
13091	48	45	47	44	46	47	47	2-5	bachelor	46	45	Yes	Yes
13092	57	53	53	50	52	54	44	0-1	bachelor	49	41	No	No
13093	48	42	43	44	47	45	39	0-1	none	42	41	No	No
13094	54	52	46	49	50	58	42	0-1	associate	46	41	No	No
13095	52	40	43	48	52	59	43	6-10	bachelor	44	43	No	No
13096	55	48	46	47	51	56	48	2-5	associate	52	50	No	No
13097	58	47	44	42	45	52	46	2-5	associate	44	48	Yes	Yes
13098	58	52	52	48	57	51	46	2-5	associate	50	54	No	No
13099	54	49	56	49	52	55	46	6-10	bachelor	56	53	Yes	Yes
13100	52	49	51	45	48	48	46	0-1	bachelor	43	47	No	No
13101	53	48	47	42	48	51	50	0-1	bachelor	43	43	No	No
13102	54	40	48	46	51	47	41	0-1	none	34	34	No	No
13103	54	41	43	48	50	58	43	6-10	associate	50	40	No	No
13104	52	46	47	44	48	50	52	2-5	associate	40	42	No	No
13105	54	45	49	45	42	51	44	6-10	associate	54	47	No	Yes
13106	47	46	52	45	47	49	49	6-10	bachelor	51	46	No	Yes
13107	47	51	46	47	51	55	42	2-5	none	40	51	No	No
13108	50	46	44	44	48	55	48	11+	masters	41	49	No	No
13109	56	46	43	43	46	47	39	0-1	none	43	38	No	No
13110	48	46	44	40	50	47	49	0-1	associate	38	45	No	No
13111	51	48	46	47	47	54	52	11+	associate	47	48	No	Yes
13112	55	44	46	44	46	49	40	2-5	none	36	42	No	No
13113	49	46	47	41	43	51	41	2-5	associate	42	33	No	No
13114	57	48	45	41	49	50	44	0-1	bachelor	45	41	No	No
13115	46	42	47	49	47	49	42	0-1	none	41	41	No	No
13116	57	47	53	48	57	56	46	0-1	associate	42	51	No	No
13117	52	49	46	44	46	48	44	0-1	doctorate	39	44	No	No
13118	53	43	47	43	48	46	44	6-10	bachelor	51	38	No	No
13119	43	42	43	45	41	38	47	2-5	associate	25	30	No	No
13120	53	47	46	45	47	51	44	2-5	none	47	44	No	Yes
13121	50	38	48	44	48	53	44	2-5	bachelor	40	37	No	No
13122	58	50	45	49	54	56	47	2-5	associate	48	49	No	No
13123	47	47	50	41	48	45	55	0-1	bachelor	38	45	No	No
13124	50	49	44	44	48	49	45	0-1	none	46	34	No	No
13125	58	47	46	45	48	55	44	2-5	bachelor	37	52	No	No
13126	49	41	46	44	47	48	46	0-1	none	37	45	No	No
13127	49	44	45	48	46	47	48	0-1	bachelor	45	41	No	No
13128	54	53	49	42	57	55	56	2-5	bachelor	55	51	Yes	Yes
13129	53	45	40	41	43	52	41	0-1	associate	35	47	No	No
13130	53	48	55	51	54	50	50	2-5	bachelor	45	48	No	No
13131	49	44	45	42	42	49	45	11+	bachelor	45	36	No	No
13132	53	45	51	49	49	50	48	0-1	associate	46	45	No	Yes
13133	55	51	51	46	46	53	46	0-1	associate	45	46	No	No
13134	65	51	49	49	52	58	47	2-5	bachelor	53	53	No	Yes
13135	55	52	49	47	57	53	54	0-1	none	60	59	Yes	Yes
13136	56	49	50	46	57	56	53	0-1	bachelor	47	51	No	No
13137	54	45	53	48	47	50	53	0-1	bachelor	48	45	No	No
13138	51	44	44	46	44	54	42	0-1	associate	36	43	No	No
13139	53	45	52	48	49	53	53	0-1	associate	51	42	No	No
13140	54	51	51	44	56	58	45	0-1	bachelor	31	54	No	No
13141	54	49	49	44	50	47	47	0-1	associate	48	47	No	No
13142	51	45	49	52	42	57	43	2-5	none	48	50	No	No
13143	52	45	44	45	48	49	50	6-10	bachelor	52	44	No	No
13144	54	51	45	47	47	54	48	0-1	bachelor	49	40	No	No
13145	49	46	43	46	44	49	46	2-5	bachelor	44	39	No	No
13146	57	45	45	42	47	54	43	0-1	masters	42	46	No	No
13147	56	51	47	50	53	47	50	6-10	bachelor	51	52	Yes	Yes
