id|org|type|comment
716|google|cons|"Constant restructuring, always had to ""prove"" self to new management, difficult review cycle (which improved slightly shortly after I left)"
717|google|pros|Your work gets a lot of exposure.
717|google|cons|So many talented people around you that it is very hard to single out.
718|google|pros|Google is the most innovative large company that treats their employees well.
718|google|cons|If you want to be part of a small company where you can know everyone individually, Google is not the place for you.
719|google|pros|Had a lot of fun at this job. Was really cool to be working for google. Would recomend.
719|google|cons|There was always lots of work to be done and had to work long hours. Must be very committed to the job.
720|google|pros|Great perks, work environment, free food
720|google|cons|Long commute and turning into a very large organizaiton
721|google|pros|Easy to recruiter folks when you have a big brand like Google behind you. My manager was generally available and was great about internal mobility.
721|google|cons|Google's hiring process is a bear, which made it very difficult as a recruiter. Making meaningful and non-trivial suggestions often fell on deaf ears.
722|google|pros|There were a lot of perks, everyone raves about the breakfast, lunch and dinner. I guess it really helps with your productivity
722|google|cons|It was hard to balance my duties at work with time away from work in my personal life. I was constantly on and needed to put out fires
723|google|pros|Good work life balance.
723|google|cons|Google has grown big and its hard to find your place.
724|google|pros|Fast Smart Rewarding People Location
724|google|cons|Big Getting Slower Policy Parking
725|google|pros|Great Food, Perks and Benefits
725|google|cons|Lots of change constantly occuring
726|google|pros|Great place to be great job
726|google|cons|Not a single thing I can think of
727|google|pros|Free, heathy food offerings, good benefits package
727|google|cons|Too many middle managers with lack of focus, start projects and then quickly abandon them, open discrimination of women, disabled and minorities.
728|google|pros|Google paid very well overall as long as you can pass the interviews.
728|google|cons|It may be some boring in Google recent years.
729|google|pros|the company has great perks and snacks
729|google|cons|nothing bad to say about the company
730|google|pros|Tales of terrible work-life balance are exaggerated, tales of lavish benefits are not. 9-5 or 10-6 are pretty standard working hours, although some choose to work longer.
730|google|cons|The open office layout is noisy and distracting - it's possible to cope, but I really wish we had separate cubes or offices.
731|google|pros|The best company in the world
732|google|pros|Smart and interesting people. Great culture. Engineers rule. Fun work environment. Pretty open and transparent leadership. Clear career paths that strive to be a meritocracy. Yummy free food and snacks. I enjoyed my time there.
732|google|cons|There are no other better companies in the world
733|google|pros|Google has amazing benefits and perks, a lively social atmosphere, and some of the most talented and bright sales people you'll meet
733|google|cons|It's a huge company. That means you won't always feel special like I have working at smaller startups. That also means that it's hard to generalize about the company. Life can be very different for you depending on your team and role.
734|google|pros|Good people. great work environment.
734|google|cons|Management is hit and miss, there are lots of organizational restructures in the sales/marketing teams and it can feel chaotic, many of the pain points you'd expect working for a big corporation
735|google|pros|We made the best tacos
735|google|cons|intern work may not be valuable to the company. fortunately mine was production
736|google|pros|Great people to work with.
736|google|cons|Did not allow sleeping on the job
737|google|pros|work life balance. good working environment
737|google|cons|Work culture, salary, benefits, trainings and poor communication.
738|google|pros|Working in a company that makes amazing products, having access to amazing people, and being able to affect technology that will have an impact.
738|google|cons|sometimes over time working. Normal salary
739|google|pros|work-life balance, perks/benefits, impactful work, job security
739|google|cons|It is easy to get lost and overwhelmed if you do not have a clear role and desire to continuously grow. If you get complacent or if you do not pay attention to surrounding teams, you probably will not be there long.
740|google|pros|Easy to recruiter folks when you have a big brand like Google behind you. My manager was generally available and was great about internal mobility.
740|google|cons|no longer a flat structure, sometimes too hierarchical, HR too involved
741|google|pros|nothing
741|google|cons|Google's hiring process is a bear, which made it very difficult as a recruiter. Making meaningful and non-trivial suggestions often fell on deaf ears.
742|google|pros|Passionate people
742|google|cons|It can be daunting to start since you have to get used to all the tools (there are a lot of tools, especially Google specific tools).
743|google|pros|Wonderful mission from the founders and leaders, which truly trickle down to every aspect of the company. Employees feel connected and included in the amazing contributions made from the entire Google workforce. You can tell that the founders truly do have idealistic notions that permeate the culture and create an atmosphere that is difficult to find and authentically recreate.
743|google|cons|Depending on the department, bureaucracy can quite a problem. There were obvious ways to make things better, but the top leaders were either uninvolved and focused on other 'sexier' projects, or were never given the honest/critical information. Inefficiencies weren't fixed because teams and departments were built around how things worked (not optimally). This led to management pushing and trying to exceed targets in … Show More
744|google|pros|- Velocity
744|google|cons|I cannot think of any.
745|google|pros|Free food, great campus, great space, great people, unlimited resources, always something to do
745|google|cons|It's still a business, there are still offices... you'll never escape some aspects of a typical job
746|google|pros|Google has great coworkers, top-notch hardware and software infrastructure, excellent total compensation, lots of autonomy for workers, and excellent managers.
746|google|cons|Google is a blatantly liberal company.
747|google|pros|cool, smart people, pretty laid back, lots of the perks of being a google employee (e.g. games, lots of free food, etc)
747|google|cons|the management was pretty bad, they didn't really listen to engineers and in particular treated engineering as if they were children
748|google|pros|Loved the people when I started, loved the perks, loved the flexibility and trust in employees. Awesome opportunities for side projects
748|google|cons|Sales team is big and bureaucratic, not startup-like at all. Hard to get out of sales onto other teams. Very few opportunities in Boston due to it being a remote office.
749|google|pros|Good work-life balance. You can easily stay at T5 while working 40 hours a week.
749|google|cons|Bad career path. Most people stop at T5. To reach T6, you have to fight for leadership and ownership.
750|google|pros|Great Benefits, Good Perks, Smart Co-workers
750|google|cons|No Life - Work Balance, Not a Organizational Structure. Process is missing
751|google|pros|Great company to work for, fun times and challenging problems every day of the week. great food also.
751|google|cons|I never had problems there, salary was good not exceptional
752|google|pros|very engaging and creative work
752|google|cons|very competitive and high stress
753|google|pros|Its a great environment and i love it
753|google|cons|great workers and great food
754|google|pros|Great culture, perks, brilliant peers.
754|google|cons|None at all. Can get difficult at times with middle management
755|google|pros|Amazing food, perks, people, etc
755|google|cons|I can not think of anything
756|google|pros|Perks, culture, coworkers are all spectacular
756|google|cons|Management quality depends on your department/product
757|google|pros|really great opportunity to network and meet new people.
757|google|cons|Long hours (55+) as an unpaid intern.
758|google|pros|smart co-workers and they are nice ppl
758|google|cons|some times too much politics
759|google|pros|Culture, people, opportunities, benefits. A lot of the people think Google is all about lava lamps, free food, big pay checks. If Google removes all of it, Google will still be Google
759|google|cons|Hires ex-consultants for operational leadership roles who continue to be consultants than operational leaders (with some exceptions). Not open to leveraging industry best practices and a lot of re-inventions happen for processes that can easily be leveraged from the market. This might be frustrating for folks with significant industry experience.
760|google|pros|great great pay and benefits
760|google|cons|no no cons, nothing negative
761|google|pros|Great work conditions and good atmosphere also really nice benefits. Also the work space is really nice and love the free food
761|google|cons|None the atmosphere is great wonderful work condition and great salery so working at Google is fantastic and very nice co workers
762|google|pros|Smart people
762|google|cons|Company is becoming bigger so there is lot of competition for projects and promotions.
763|google|pros|Excellent first company to join after college. Best launchpad for career.
763|google|cons|Promotions are based on politics. For management & HR: Many TLMs pick favorites and reduce opportunities for others by restricting project allocations. Encourage 6-month transfers to help employees find better and cohesive teams where they will happily remain and let others move. It'll also let bad teams / TLs get smaller and atrophy which is good for Google overall.
764|google|pros|Great campus and intern culture
764|google|cons|The shuttle schedules were sometimes hard to work around
765|google|pros|good easy, fun, good management, smart
765|google|cons|not enough work, not worth it
766|google|pros|free food, massages, co workers and environment
766|google|cons|nothing really except you don't get to choose which state you'd like to be placed in when you're entry level but a great company either way
767|google|pros|Great company, lots of interesting work, great coworkers, upward mobility.
767|google|cons|Frustrating management at times, hard to feel meanginful with so many people, tiring work sometimes.
768|google|pros|Flex time and once you leave work your day is done.
768|google|cons|No room to become full time none contract.. Pay is on the low end.
769|google|pros|awesome people, great perks, best place to launch a career.
769|google|cons|big company, need to learn skills to deal with it.
770|google|pros|Free stuff is pretty awesome
770|google|cons|Hard to go up as a contractor
771|google|pros|Visionary leadership, interesting products, great brand, great perks, very focused on employee development/growth
771|google|cons|As it gets larger, it gets slower, more dysfunctional, less efficient.
772|google|pros|It's Google. You work with smart people, work on interesting projects, and have fantastic perks. Work life balance was surprisingly good.
772|google|cons|Hiring can be a mess and take forever. There's a lot of either deprecated technology in the stack or tech that is not ready to use.
773|google|pros|Imagine a place that you are working with the 20% people all the time, this is how it is working in Google. You can trust your co-working to get their part done almost 90+% of the time without nagging them.
773|google|cons|Still have politics. The company is large, so some things don't get done as quickly. Some overachievers are trying very hard to shine. If you are aggressive and try to climb the corporate ladder than the competition can be tough.
774|google|pros|Great benefits and work-life balance, smart people and interesting products
774|google|cons|Limited career opportunities given size of company.
775|google|pros|work with smart people laid back environment learned a lot.
775|google|cons|last minute unplanned meetings can be a bit frustrating.
776|google|pros|Culture, People, Experience, Mobility, Pace
776|google|cons|Becoming a large corporation with the usual challenges
777|google|pros|Goog knowledge of electrical feed for telecomunications
777|google|cons|A need to improve muy english level , but i have the necessary level to work.
778|google|pros|loved everything about it. was a fun place to work
778|google|cons|none everything was exeptional i had a great time
779|google|pros|Lots of perks: free food, free gym, on site massages, great opportunities to learn about different areas of the business, excellent coworkers-a pleasure to work with most people at Google.
779|google|cons|Work-life balance could be better. Certain projects seem understaffed. Lots of bureaucracy, which can be frustrating to some people. Not too many cons overall
780|google|pros|Google provides an opportunity to work with super smart, engaged people on exciting, fast-moving projects that have a huge impact. The wonderful benefits don't hurt, either.
780|google|cons|"All the frustrations of working in a large, flat organization: especially if you're trying to get anything done cross-functionally, takes awhile to figure out how ""the world works"" and deal with navigating the organizational structure. Where I was in the organization, pace and rapid change of projects could be challenging at times."
781|google|pros|Smart people
781|google|cons|Company is becoming bigger so there is lot of competition for projects and promotions.
782|google|pros|Strong culture, lots of really smart people from whom you can learn a lot. Great resources, every aspect of company is innovative and doesn't settle for OK. Fun environment.
782|google|cons|Big company, outside of your immediate team/department there isn't a strong sense of local community. It's hard to see impact importance of your work if you're in a large organization.
783|google|pros|1. Good procedure
783|google|cons|1. Not too high salary
784|google|pros|Work with really smart, driven people. Product development and managers were top notch. I was able to move around to different teams and global offices every few years -- awesome!
784|google|cons|"There was a growing number of employees that were simply ""resting and vesting"" so it became discouraging for those of us who wanted to make an impact. Felt like it was becoming more about MBAs who know nothing about marketing taking over and ideas were becoming less and less creative. People were less willing to take a risk."
785|google|pros|free snacks
785|google|cons|Long hours
786|google|pros|The work is interesting, and not tedious or boring. The expectations are not unreasonable. There is room to grow, ands expand ones skill set using the 20% time. Coworkers are amazing and one learns a lot. Perks are pretty awesome
786|google|cons|It is hard to get noticed. The imposter syndrome is strong. Promotions require extraordinary work. It really pastas to be self motivating, and self promoting. You need to get decent per reviews from your co workers
787|google|pros|very fun place to work, lots of smart people
787|google|cons|it was a lot of hard work, but thats expected
788|google|pros|it's generous to engineers, and more
788|google|cons|much brain wash, and more
789|google|pros|Good money, good people, good food. Everyone I've worked with at Google has been a pleasure to work with.
789|google|cons|Working for such a large company means it takes longer to get anything done. As an iOS developer, Google does iOS development very differently from other companies. Traffic is a pain getting in and out of campus.
790|google|pros|You can take it easy.
790|google|cons|Job can be repetitive and boring. Nothing new to learn.
791|google|pros|good food and coffee free
791|google|cons|annoying people hipsterish always wants to talk
792|google|pros|Great to stay in google with open atmosphere
792|google|cons|Do not have many opportunities to do something unique
793|google|pros|Bright and engaging people, amazing financial and non-financial benefits, healthy work life balance. Easily the biggest advantage of working at Google is the people; extremely intelligent, team oriented, and genuine.
793|google|cons|Occasional long hours, high achieving culture with fast operations. On the sales/marketing side of the house, it's expected to be constantly connected to, and to have very fast TATs for asks, both client and internal.
794|google|pros|Great benefits and international career opps.
794|google|cons|Middle managment at sales psitions tends to be mediocre.
795|google|pros|The basics, free food, good benefits (but now most tech companies have the same benefits), a lot of good people.
795|google|cons|"No direction, guidance or training. It was literally sink or swim. The content of what we were working on was not interesting or challenging and when tried to shift to other projects, we were told that we could only do this one thing. Usually a good manager will help their employees find a project where they can build their strengths. I think they didn't really care if we left, but thought, ""hey we can always hire mo… Show More"
796|google|pros|Smart coworkers, open culture, many challenging problems, good compensation, many good benefits if you take advantage of them
796|google|cons|Easy to coast, part of a large organism, can become institutionalized
797|google|pros|Great work environment and very much engineering focused
797|google|cons|slow moving bureaucracy does not always react to change
798|google|pros|Lots of autonomy, fun place to work, talented co-workers
798|google|cons|Long time for a hiring decision for MBA full-time and intern roles.
799|google|pros|I'm a loyal worker.
799|google|cons|No downsides to me thinking of work for this company.
800|google|pros|culture, people, benefits - 3 factors that contribute to the low attrition rate because employees enjoy the idea of coming to work and look forward to taking up new challenges
800|google|cons|core values don't always trickle down due to pockets of bad middle management.
801|google|pros|You can achieve great balance between life and work.
801|google|cons|The company is becoming slower.
802|google|pros|Security. Google is a safe bet. Innovation is paced though, as with any developed company. All my time was spent in Google for Work org, which was very different from greater Google and had poor leadership. Was inconsequential enough that greater Google hadn't yet taken notice, but I predict a big shake up soon.
802|google|cons|Opportunity for vertical movement is scarce. Hiring practices have led to hiring candidates based on who has the best resume, rather than who is the best person for the job. Culture of ladder climbing slows down productivity and leads to a lot of people being stepped on.
803|google|pros|Amazing benefits
803|google|cons|Terrible place to commute to if you want to live in San Francisco
804|google|pros|Dynamic, fast-moving company
804|google|cons|Need better communication between engineering and other departments/teams
805|google|pros|It is a fun and exciting place for anybody to work with all the new and exciting things that they envint.
805|google|cons|I would say that the only thing I can say would be a Con working for Google would be if you didn't work for them anymore.
806|google|pros|good work envir, loveit, free food, flexible work hours
806|google|cons|pressure from managers, strict deadlines, no life for social
807|google|pros|So much fun. Great people
807|google|cons|Nothing was really wrong. It was great.
808|google|pros|The perks are awesome, specifically the gourmet food served for breakfast/lunch/dinner 5 days a week. The luxury shuttles are the most comfortable way to make the commute from SF and the 401K/health/dental plans are top notch. Super smart people and lots of projects going on that are changing the world.
808|google|cons|Google is now a large company so there's a fair amount of bureaucracy and processes in place which can slow things down. Promotions are harder to come by but this is natural for any company of this size. Google is heavily email-centric and so you better be ready for 200+ emails a day and sometimes an implicit expectation to be on email during off-hours.
809|google|pros|good experience, good people, good atmosphere, loved my co-workers, can be fun
809|google|cons|hours varied, upper management can be tricky
810|google|pros|Great benefits. The best team I've ever worked with. Lots of team building opportunities.
810|google|cons|Mountain View centric. If you are remote, then your opinion is much less important. Some of the departments are very hierarchical.
811|google|pros|- Free Food!
811|google|cons|- Commute: 1.5 hours is alleviated by riding on the shuttle, but it is still 1.5 hrs.
812|google|pros|It's fun you can do whatever you want. I work on !y own schedule so I have a lot of free time
812|google|cons|I think there are no cons here, unless I lied. And I don't wanna do that
813|google|pros|Smart engineers and brilliant computer science. Great facility. A rich assortment of on-campus perks. The meals. The visiting speakers. And the daily bus service helps tremendously.
813|google|cons|1) Inexperienced and bloated middle management. 2) The white badge vs red badge situation creates conflict within departments. In this employment model, an employee sits next to a contractor, both do the exact same work but the employee gets paid 2x as much and has a full benefits packages.
814|google|pros|Good technology, great people and huge profit from ads
814|google|cons|Some internal group (eg. corp-eng) has management that's not on par with the rest of the company.
815|google|pros|They really care about your personal career path as well as your quality of life, so I got a really kind impression while I was an intern there. I also loved playing volleyball, and the Mountain View campus had great access to sand volleyball courts!
815|google|cons|I don't really have any cons! Maybe the only con was that the food is too good and too plentiful so I gained about 7 lbs during my internship :(
816|google|pros|co-operation, High salary, new technologies ... etc
816|google|cons|very exhausted, less benefits ... etc
817|google|pros|Mentorship is baked into the internship program. My host was great, and we had weekly meetings to review feedback for each other.
817|google|cons|I enjoyed my work but didn't feel like what I was doing was terribly important. I was also working on one of Google's smaller campuses, and there was no intern community there.
818|google|pros|Its a good job with good school medical and dental benefits
818|google|cons|A lot of tedious work and some off the people are not so great
819|google|pros|I felt like the company was truly invested in me (and my professional development) and that the people around me genuinely appreciated my contributions.
819|google|cons|I struggled with finding ways to progress my career and change verticals.
820|google|pros|Cares about employees, self-starter culture
820|google|cons|Sometimes too big and complicated to navigate, very inwardly focused
821|google|pros|The products are world-class, the company culture is amazing, and the people are some of the smartest people you'll know.
821|google|cons|Like any organization, there are internal politics that need to be navigated. Some play this well, some don't. Making sure you align yourself on the right person's good side can be tricky.
822|google|pros|Best density of talent at any large company, their office productivity suite (e.g. gmail) is definitely the best, food is quite good, especially the coffee barista
822|google|cons|Google is now a bloated, political organization. Unless you are a software engineer you will learn more elsewhere, and have greater upside at a Facebook or a start-up. HQs are in MTV, outside of there your career stagnates.
823|google|pros|They do so much for the world. Amazing projects and initiatives taking place at the company.
823|google|cons|You are not always part of those projects and initiatives.
824|google|pros|It is great to work with smart coworkers. It saves a lot of time in making things clear. Most of the time communication is efficient, expect when there is conflicts among senior leaders.
824|google|cons|It is become bigger and layered. Most of the time you don't know which part you are working on within the huge system.
825|google|pros|benefits (plus four more words)
825|google|cons|no option to work from remote office
826|google|pros|- Talented Colleagues
826|google|cons|- Getting big
827|google|pros|- The people you work with! No matter what team you work on, you're going to work with lovely, interesting, and overall brilliant colleagues. The work itself and your clients are interesting and constantly changing. There is also the added benefit of plenty of opportunities for role changes and location changes all around the world
827|google|cons|- Work-life balance can vary significantly depending on what team you work on. Processes can be overly bureaucratic at times. The promotions process can be pretty opaque.
828|google|pros|great perks, great place to be
828|google|cons|politics, process now means that the company moves more slowly that before
829|google|pros|Challenging status quo and building software for a better tomorrow.
829|google|cons|No need to change a thing, and stay the same.
830|google|pros|Great perks, smart people, good pay
830|google|cons|So many politics, promotions based on popularity not aptitude.
831|google|pros|Justification to purchase tools for the work is quick and easy
831|google|cons|Not many experienced hardware engineers from the industry
832|google|pros|good atmosphere, team environment, hard work
832|google|cons|there were no cons ! great job!
833|google|pros|- nobody tells you what to do, you find your own problems and solve them
833|google|cons|- poor middle management in sales
834|google|pros|Google set the bar for what all companies should strive for regarding culture and benefits. But the true secret to Google's success is a management philosophy of hiring the best people and trusting them to do their own work without top down hierarchical direction.
834|google|cons|Google is very, very big. Because the size of the company is so vast it can sometimes be very difficult to get things done.
835|google|pros|Very smart people and flexibility to choose your projects, to choose your research areas. Overall I think my coworkers are extremely well qualified for their job.
835|google|cons|Internal code base is huge, it takes long time to get familiar with it. Promotion system is a bit flaky and is not refocused on impact rather than quality
836|google|pros|The salary is high; I couldn't make this much anywhere else.
836|google|cons|The company would like you to drink the Kool-Aid. I did in the beginning, and became disappointed by a lot of things. Now I look at Google as a big company that is doing it's best, and I do my best. I'm much happier now.
837|google|pros|Overall Google is a great company with lots of benefits such as free food, gym, paid internet, cell phone, lots of vacation and free transportation.
837|google|cons|The organization is very flat with lots of Type A personalities meaning that its pretty cut throat to move up.
838|google|pros|Google has amazing people working there, and they are eager to help you learn as much as possible. The other benefits are just icing on the cake.
838|google|cons|There are not that many women working at Google or in leadership positions there. This negatively affects the team dynamics, for both men and women. Women reading this - apply! Aim high! You can do it!
839|google|pros|Healthcare plan
839|google|cons|Lack of people development
840|google|pros|Awesome culture and co-workers. Really great work life balance.
840|google|cons|None. Google was an amazing place to work!
841|google|pros|Great perks, talented employees. Flexible hours, interesting projects - easy to move from team to team. Physical health prioritized with facilities on campus.
841|google|cons|Takes a while to get things done because of the size of the company you need to make sure noone else is working on what you're working on, and even if they are you can still do it anyway if you think you're better at politics.
842|google|pros|Great benefits and company culture.
842|google|cons|Lots of competition for positions and slow up-ward mobility
843|google|pros|Relaxing work environment.
843|google|cons|Many teams with uninteresting projects.
844|google|pros|* Google has, bar none, some of the best office schemes I've ever seen. Their conference room layouts make a lot of sense, and the designs and liveliness pouring through those walls were on another level.
844|google|cons|A lot of the cons below are projections of my experience at Google. Do a TON of research on the role you'll be applying for. Find people on LinkedIn. Scour reddit. Learn as much as you possibly can about what you'll be doing to try and prepare for what's to come.
845|google|pros|Entrepreneurial culture, very dynamic projects. The teams are made up of some of people with some of the most diverse backgrounds I have ever seen.
845|google|cons|Google is obviously a large company so sometimes it's difficult to feel your individual work is making a difference in the larger scope.
846|google|pros|Treat employees really well
846|google|cons|Nothing
847|google|pros|Great People. Great Culture. Great Benefits.
847|google|cons|Limited upward mobility in remote offices.
848|google|pros|Good pay
848|google|cons|Horrible systems
849|google|pros|Great opportunity for growth.
849|google|cons|Felt I was always competing.
850|google|pros|Work/life balance.
850|google|cons|Gained 20lbs.
851|google|pros|Fun great excellent amazing outstan
851|google|cons|Nothing nothing nothing nothing nothing
852|google|pros|Everything is great to work for google.
852|google|cons|Pay sucks and management is not very good with people.
853|google|pros|Google speaks for itself. Great resources, best minds in the world. Flat organization with high degree of autonomy
853|google|cons|Flat organization - leads to very autonomous environment.
854|google|pros|Excellent food and the location is good for many activities.
854|google|cons|Public transportation is not very convenient
855|google|pros|Huge level of responsibility and interesting work
855|google|cons|Commuting to Mt View on the bus
856|google|pros|Good communication in management
856|google|cons|Extensive hiring process and long hours of work
857|google|pros|Lots of smart people, challenging work, and flexibility to move around to different teams.
857|google|cons|Can be very stressful at first and work/life balance can be difficult (depending on the team).
858|google|pros|Amazing management, perks, food, fun, coworkers, atmosphere, it was just a wonderful place to work.
858|google|cons|potential long hours depending on your time management, also requires lots of friendliness and networking which is great unless you're an introvert
859|google|pros|Awesome place to work at.
859|google|cons|No Opportunity to grow.
860|google|pros|Good compensation and benefits. Depending on the team, work can be interesting. Usually everybody on the team is smart.
860|google|cons|Stress of the job can be high, especially if there is management turnover and frequent changes in priorities. Feeling like I have to compete with team mates.
861|google|pros|Food is very very good
861|google|cons|Busy busy busy very busy
862|google|pros|Amazing perks and benefits
862|google|cons|Hard to get things done sometimes
863|google|pros|One of the best companies you could ever hope to work for
863|google|cons|I saw a lot of hierarchical nonsense/ the promotion process seems to be very draining
864|google|pros|Super smart people, lots of free stuff. Amazing to work at Google, just to realize it's not all that.
864|google|cons|Workaholics, intense competition, constant game of thrones! Contractors are sort of a sub-class, make less money, have limited access to meetings, projects and facilities (for the same position).
865|google|pros|flexible works hours are the best
865|google|cons|One is expected to deliver the best
866|google|pros|Great co-workers, managers and projects.
866|google|cons|Can be bureaucratic at times due to the large size.
867|google|pros|Huge infrastructure for employee benefits. Low risk. Work with smart people. Free food is convenient and healthy. Buses make the commute more tolerable. People usually given a high degree of independence and trust.
867|google|cons|Senior leadership basically full with old timers. One-size fits all process and lack of transparency for benefits, promotions, and salary can be frustrating. Cultures vary widely from team to team in terms of diversity/bias, expected work hours, or positive energy.
868|google|pros|- high impact projects/teams
868|google|cons|- everyone is so smart, it's hard to stand out
869|google|pros|Great benefits, and get to work with some brilliant folk.
869|google|cons|After recent restructuring it will be difficult for people in the Alphabet companies to move about between projects, which will limit future opportunities. The interview process makes it difficult for good people to come in, outside of being acquired.
870|google|pros|Free food free naps free massages cool and brilliant coworkers. Cool projects. Amazing campus. Shuttle buses. Interesting opportunities for career advancement
870|google|cons|upper management doesn't take middle management seriously.
871|google|pros|Smart people: Hiring bar is very high.
871|google|cons|Should work hard
872|google|pros|Awesome people awesome culture awesome place to work free food
872|google|cons|Too much work to do in a time
873|google|pros|Amazing culture, smart people, great career opportunities, free food, benefits
873|google|cons|Over qualified people could lead to lack of motivation at times
874|google|pros|Challenging work, smart co-workers, less politics more work.
874|google|cons|Not easy to rise up.
875|google|pros|Working with intelligent and innovative people.
875|google|cons|None that I can think of.
876|google|pros|Fun, caring, and overall great environment.
876|google|cons|Non-traditional sales roles that only use the complex AdWords platform
877|google|pros|I got to work with a fabulous team with excellent dynamics, doing interesting work. The support for interns was definitely there, the perks were out of this world, and almost anyone was open for reaching out and grabbing a cup of coffee with.
877|google|cons|You can end up feeling like an extremely minuscule part of the company, because the company is so large. I was definitely lucky and got a team that was top-notch and extremely welcoming to interns, but others might not be so fortunate. While my team dynamic was great, some other interns had less ideal experiences. Being at this internship can definitely spoil you for other places.
878|google|pros|the pros are that it's google
878|google|cons|the pros are that it's not microsoft
879|google|pros|Culture, Benefits, workplace, research job
879|google|cons|hard to show yourself among others to develop your career path
880|google|pros|Great colleagues, competitive pay, industry leading benefits, nimble for a large company. The company is pursuing very lofty goals and really leading the industry on a number of fronts. After 8 years, Google is still a great place to work and I can't imagine working for any other company. The only thing that could pull me away would be to start my own venture.
880|google|cons|Employees are almost exclusively from top tier universities and privileged backgrounds. Relative lack of intellectual and cultural diversity.
881|google|pros|Amazing perks and benefits
881|google|cons|Hard to get things done sometimes
882|google|pros|Great food, perks, lifestyle. Really smart people to learn from. Lots of cool projects to contribute to.
882|google|cons|Can get lost in the organization if you're not careful, some products seem to lack focus.
883|google|pros|Colleagues are smart, motivated, and nice. They keep me coming back. Vacation policy is pretty generous for US.
883|google|cons|The commute to Mountain View from San Francisco is horrific. Even if you work with people on the campus you may never see them due to sprawl and traffic.
884|google|pros|Wow I couldn't believe how amazing it was to work at Google. Amazing.
884|google|cons|It does get boring sometimes doing the same thing over and over again and it takes a long time to get things done.
885|google|pros|Good food, good people, good position and good techniques.
885|google|cons|I think they need more programmers to make every part of Google useful
886|google|pros|"Free food, adventure, proximity to ""Google"""
886|google|cons|dangerous, zero growth, time away from home, no benefits
887|google|pros|Great work-life balance. Very friendly and cooperative colleagues, partly due to the way we hand out promotions. Internally rather transparent and management seems to listen to what we want.
887|google|cons|There are many overqualified and hardworking people here. Just hard work alone will not get you anywhere. You need to source for good projects, work hard and smart in order to have decent career advancement.
888|google|pros|Many smart people and nice people. People are very understanding and helpful. Lots of opportunity to learn if you actually make the effort to do so.
888|google|cons|Since it is such a big company you can also get lost very easily. There are lots of custom proprietary tools that some people at Google only know how to use. And obviously that knowledge would be useless outside of Google. Understanding the interluding concepts is on the other hand useful.
889|google|pros|Everything is very very good
889|google|cons|I don't really have cons.
890|google|pros|This is one of the most inspiring companies I've been involved with - they have a mission to change the way children are educated and a clear vision for how to help
890|google|cons|The hands on model requires lots of work and is challenging to scale. Keeping all the students engaged and growing is a big responsiblity and requires constant vigilance.
891|google|pros|Great experience! learned a lot with a lot of activities!
891|google|cons|hard for a returning full time offer
892|google|pros|Intellectual environment, fast paced and ambitious.
892|google|cons|Increasingly red tape gets in the way, and difficult to advance or change roles.
893|google|pros|Brilliant people to work with and fantastic culture
893|google|cons|If you want a fast-paced job, you need to work to find a team that works like that
894|google|pros|People, perks, energy, and environment.
894|google|cons|Duplicative efforts / often reinventing the wheel.
895|google|pros|-99% of the people you work with are brilliant, but are also not jerks
895|google|cons|It's a big company, so you have to work harder to find opportunities to build new things. The nice thing is, the new things you build are built on top of the work of tons of brilliant people, so whatever you end up making will be very specialized and probably pretty awesome.
896|google|pros|culture, products, impact, people, fun
896|google|cons|large company, commute, spoiled me
897|google|pros|Brilliant people organizing information. Doesn't get much better.
897|google|cons|Keeps getting bigger, and adopting thing that big companies use - like stricter budgets
898|google|pros|Good food and amazing ppl to work with
898|google|cons|Too far from the city, nothing to do in MTV. Hard to do extra projects as a contractor.
899|google|pros|Lot's of interesting projects to tackle.
899|google|cons|Very little structure with a lot of moving parts.
900|google|pros|it was a really rich and positive experience
900|google|cons|it has a lot of people working on a lot of projects so it's hard to make a decision
901|google|pros|Incredibly diverse company with great people tries to take over the world of information!
901|google|cons|Incredibly diverse company hires and acquires way too many mediocre people, bad managers prevail.
902|google|pros|good experience, good people, good atmosphere, loved my co-workers, can be fun
902|google|cons|hours varied, upper management can be tricky
903|google|pros|Coding workflow and tools are streamlined and integrated, allowing you to focus on codin, solving problems, and working with team members.
903|google|cons|You usually work on technically fairly small things because it's a giant company with a lot of resources.
904|google|pros|1) Open atmosphere and friendly coworkers
904|google|cons|Work could be stressful in some groups. I sometimes heard coworkers in some other groups talking about working overtime to get assignment done.
905|google|pros|I think it is fun and easy
905|google|cons|Not really any cons about working here
906|google|pros|Amazing team mates, great perks. Very fair in all processes
906|google|cons|Nothing really. You need to compete very hard as everyone seems to be brilliant!!
907|google|pros|great compensation, great perks, brilliant coworkers. The food there is amazing, great leisure time and freedom to pursue my own interests.
907|google|cons|the privacy agreements. engineering sector is dominated by asians who tend to ignore people outside their race.
908|google|pros|Great perks, strong team in NYC
908|google|cons|Pretty competitive, lack of opportunities for full-time as a contractor
909|google|pros|money, money, money, money, money. and the free food. free trainings. money. I would have quit a long time ago were it not for the money.
909|google|cons|the politics, the pressure, the stress, the backstabbing, cutthroat colleagues, the lack of transparency, constant reorgs, lack of job security, the disposability of employees, lies from management. Human Resources team is a ship of fools.
910|google|pros|Amazing people to work with and learn from.
910|google|cons|None that I can think off. Well, maybe a long commute from the city.
